state_name,pincode,transaction_count,transaction_amount,trans_year,quarter
Andaman & Nicobar Islands,744101,1622,2769297.9039997994,2018,1
Andaman & Nicobar Islands,744103,1223,2238041.8716124697,2018,1
Andaman & Nicobar Islands,744102,969,3519059.937562449,2018,1
Andaman & Nicobar Islands,744105,685,1298560.9515503529,2018,1
Andaman & Nicobar Islands,744104,340,1039715.3111450541,2018,1
Andaman & Nicobar Islands,744107,302,556059.5308556345,2018,1
Andaman & Nicobar Islands,744301,283,445739.1633851439,2018,1
Andaman & Nicobar Islands,744112,269,333709.56700413954,2018,1
Andaman & Nicobar Islands,744202,193,238914.01667155625,2018,1
Andaman & Nicobar Islands,744302,168,547469.6509380838,2018,1
Andaman & Nicobar Islands,744101,2701,6310089.917084678,2018,2
Andaman & Nicobar Islands,744103,1965,4752146.698501162,2018,2
Andaman & Nicobar Islands,744102,1525,5810267.574788321,2018,2
Andaman & Nicobar Islands,744105,997,2200332.971862734,2018,2
Andaman & Nicobar Islands,744301,767,1953749.3787199226,2018,2
Andaman & Nicobar Islands,744104,659,1650346.1906506256,2018,2
Andaman & Nicobar Islands,744107,594,1601569.9821441039,2018,2
Andaman & Nicobar Islands,744112,432,578829.1795229593,2018,2
Andaman & Nicobar Islands,744202,405,626523.9803147907,2018,2
Andaman & Nicobar Islands,744302,291,1026590.0735863491,2018,2
Andaman & Nicobar Islands,744101,3462,10833893.444488766,2018,3
Andaman & Nicobar Islands,744103,3182,10184154.358592123,2018,3
Andaman & Nicobar Islands,744102,2224,10365275.479700703,2018,3
Andaman & Nicobar Islands,744105,1613,5152534.080403434,2018,3
Andaman & Nicobar Islands,744104,1029,2588077.6866583927,2018,3
Andaman & Nicobar Islands,744301,975,4256576.349618757,2018,3
Andaman & Nicobar Islands,744112,579,1145815.7801705198,2018,3
Andaman & Nicobar Islands,744107,547,1492405.302862124,2018,3
Andaman & Nicobar Islands,744302,417,1976781.9199490356,2018,3
Andaman & Nicobar Islands,744202,341,2099404.0789861116,2018,3
Andaman & Nicobar Islands,744101,4674,16392855.280625317,2018,4
Andaman & Nicobar Islands,744103,4576,17022520.257624768,2018,4
Andaman & Nicobar Islands,744102,3306,17019977.183053624,2018,4
Andaman & Nicobar Islands,744105,2513,9935282.832151461,2018,4
Andaman & Nicobar Islands,744104,1432,6091757.917089159,2018,4
Andaman & Nicobar Islands,744211,1225,3451359.606027063,2018,4
Andaman & Nicobar Islands,744301,928,4606293.657525641,2018,4
Andaman & Nicobar Islands,744112,759,2208675.0435713646,2018,4
Andaman & Nicobar Islands,744107,747,1825659.5128978956,2018,4
Andaman & Nicobar Islands,744202,702,3797054.1677634423,2018,4
Andaman & Nicobar Islands,744103,5742,19401964.77965755,2019,1
Andaman & Nicobar Islands,744101,5156,15501306.227195919,2019,1
Andaman & Nicobar Islands,744102,3925,16683547.094795756,2019,1
Andaman & Nicobar Islands,744105,3553,11588669.48032856,2019,1
Andaman & Nicobar Islands,744104,2833,9141657.219605077,2019,1
Andaman & Nicobar Islands,744211,1511,5794838.401831552,2019,1
Andaman & Nicobar Islands,744202,1112,3613381.294736007,2019,1
Andaman & Nicobar Islands,744107,1029,3592930.2975779255,2019,1
Andaman & Nicobar Islands,744301,920,4652963.41114777,2019,1
Andaman & Nicobar Islands,744112,802,1893718.6537822199,2019,1
Andaman & Nicobar Islands,744104,6142,15625676.560883244,2019,2
Andaman & Nicobar Islands,744103,5847,23751450.067206983,2019,2
Andaman & Nicobar Islands,744101,4863,19061125.41121897,2019,2
Andaman & Nicobar Islands,744102,4120,18948733.987097777,2019,2
Andaman & Nicobar Islands,744105,3500,13418692.199162653,2019,2
Andaman & Nicobar Islands,744202,1153,3619993.3910789257,2019,2
Andaman & Nicobar Islands,744107,1124,2967445.3902032813,2019,2
Andaman & Nicobar Islands,744211,1047,3168331.9917352106,2019,2
Andaman & Nicobar Islands,744301,1007,4849284.51925976,2019,2
Andaman & Nicobar Islands,744112,763,2928099.608406143,2019,2
Andaman & Nicobar Islands,744103,5680,19906337.014255583,2019,3
Andaman & Nicobar Islands,744101,5606,18745152.093515635,2019,3
Andaman & Nicobar Islands,744104,4786,15754793.354826454,2019,3
Andaman & Nicobar Islands,744102,3643,14572605.602745283,2019,3
Andaman & Nicobar Islands,744105,3512,11767223.99688773,2019,3
Andaman & Nicobar Islands,744202,1417,3875602.0982028744,2019,3
Andaman & Nicobar Islands,744301,1402,6195496.621729916,2019,3
Andaman & Nicobar Islands,744211,1118,2983697.449378184,2019,3
Andaman & Nicobar Islands,744107,914,1988299.759710987,2019,3
Andaman & Nicobar Islands,744112,833,2198831.6919406196,2019,3
Andaman & Nicobar Islands,744104,6633,20626642.701508522,2019,4
Andaman & Nicobar Islands,744101,5282,23247752.473849062,2019,4
Andaman & Nicobar Islands,744103,4840,19792507.955761045,2019,4
Andaman & Nicobar Islands,744105,3528,15302141.17488026,2019,4
Andaman & Nicobar Islands,744102,3237,15350444.97320769,2019,4
Andaman & Nicobar Islands,744202,1783,5800016.5561128855,2019,4
Andaman & Nicobar Islands,744211,1596,7908264.721918669,2019,4
Andaman & Nicobar Islands,744301,1549,7056478.928838715,2019,4
Andaman & Nicobar Islands,744201,886,946768.0636478986,2019,4
Andaman & Nicobar Islands,744107,777,3030368.911900454,2019,4
Andaman & Nicobar Islands,744101,11793,58229349.02415232,2020,1
Andaman & Nicobar Islands,744103,5870,22009443.073053975,2020,1
Andaman & Nicobar Islands,744105,4635,16774043.311987936,2020,1
Andaman & Nicobar Islands,744102,3820,14517706.12269676,2020,1
Andaman & Nicobar Islands,744211,1837,8425387.79004211,2020,1
Andaman & Nicobar Islands,744301,1819,6901162.107519586,2020,1
Andaman & Nicobar Islands,744202,1794,5037742.395579022,2020,1
Andaman & Nicobar Islands,744104,1302,5293130.290633954,2020,1
Andaman & Nicobar Islands,744201,1157,1242638.821252932,2020,1
Andaman & Nicobar Islands,744107,1043,2990354.4448547475,2020,1
Andaman & Nicobar Islands,744101,11868,48293323.21851964,2020,2
Andaman & Nicobar Islands,744103,10035,26197535.98945152,2020,2
Andaman & Nicobar Islands,744105,9341,23203019.858980607,2020,2
Andaman & Nicobar Islands,744102,6012,17786750.907515876,2020,2
Andaman & Nicobar Islands,744202,3722,8924121.010762567,2020,2
Andaman & Nicobar Islands,744107,2555,3980470.6853698147,2020,2
Andaman & Nicobar Islands,744301,2275,9055232.527755566,2020,2
Andaman & Nicobar Islands,744211,2045,3319717.6328789736,2020,2
Andaman & Nicobar Islands,744205,1847,4459064.90732021,2020,2
Andaman & Nicobar Islands,744104,1840,3334591.822304932,2020,2
Andaman & Nicobar Islands,744101,24386,100439119.66860783,2020,3
Andaman & Nicobar Islands,744103,21272,60332278.69396809,2020,3
Andaman & Nicobar Islands,744105,17166,44061506.56273589,2020,3
Andaman & Nicobar Islands,744102,13934,43077189.842844136,2020,3
Andaman & Nicobar Islands,744202,5779,11975748.707876923,2020,3
Andaman & Nicobar Islands,744107,4753,7628018.669464628,2020,3
Andaman & Nicobar Islands,744104,3468,7353834.51320935,2020,3
Andaman & Nicobar Islands,744112,3422,6067986.696111794,2020,3
Andaman & Nicobar Islands,744301,3071,13352610.531559702,2020,3
Andaman & Nicobar Islands,744205,2991,7535645.788593667,2020,3
Andaman & Nicobar Islands,744103,46884,138264791.5489212,2020,4
Andaman & Nicobar Islands,744101,40392,136401368.02166596,2020,4
Andaman & Nicobar Islands,744105,34410,87838226.93633425,2020,4
Andaman & Nicobar Islands,744102,26694,76348598.32238364,2020,4
Andaman & Nicobar Islands,744202,10949,25543799.074759968,2020,4
Andaman & Nicobar Islands,744107,9743,18083250.19055397,2020,4
Andaman & Nicobar Islands,744104,7654,19126095.533284884,2020,4
Andaman & Nicobar Islands,744112,7016,15890275.050448488,2020,4
Andaman & Nicobar Islands,744205,5118,12002695.281042248,2020,4
Andaman & Nicobar Islands,744201,5011,6777275.536669218,2020,4
Andaman & Nicobar Islands,744101,55726,190830957.0606181,2021,1
Andaman & Nicobar Islands,744103,47328,158404100.7854989,2021,1
Andaman & Nicobar Islands,744105,35467,111571687.43195169,2021,1
Andaman & Nicobar Islands,744102,23957,80750048.8238959,2021,1
Andaman & Nicobar Islands,744211,10648,34956327.94105429,2021,1
Andaman & Nicobar Islands,744202,10597,28127629.877961583,2021,1
Andaman & Nicobar Islands,744107,8848,19627951.469969153,2021,1
Andaman & Nicobar Islands,744104,8799,27854306.51949638,2021,1
Andaman & Nicobar Islands,744112,7113,21084790.0528014,2021,1
Andaman & Nicobar Islands,744301,5630,22671937.31314759,2021,1
Andaman & Nicobar Islands,744101,73334,227585492.7414593,2021,2
Andaman & Nicobar Islands,744103,66321,174752815.1688521,2021,2
Andaman & Nicobar Islands,744105,52645,134835744.22049245,2021,2
Andaman & Nicobar Islands,744102,34289,100890426.76234055,2021,2
Andaman & Nicobar Islands,744202,16476,40647907.96960775,2021,2
Andaman & Nicobar Islands,744107,14524,24690581.539094776,2021,2
Andaman & Nicobar Islands,744104,11278,28333852.06159348,2021,2
Andaman & Nicobar Islands,744211,10182,20377949.346094526,2021,2
Andaman & Nicobar Islands,744112,9635,21637658.167199604,2021,2
Andaman & Nicobar Islands,744301,8463,27666837.39688266,2021,2
Andaman & Nicobar Islands,744101,116324,388328168.7639693,2021,3
Andaman & Nicobar Islands,744103,84790,246433385.80990067,2021,3
Andaman & Nicobar Islands,744105,67257,185238368.4767078,2021,3
Andaman & Nicobar Islands,744102,43850,131239564.16909727,2021,3
Andaman & Nicobar Islands,744202,19088,48475163.574293144,2021,3
Andaman & Nicobar Islands,744107,16203,37962312.09641009,2021,3
Andaman & Nicobar Islands,744104,14657,35301326.114471875,2021,3
Andaman & Nicobar Islands,744112,11565,28491553.61094001,2021,3
Andaman & Nicobar Islands,744301,11553,43464511.051198,2021,3
Andaman & Nicobar Islands,744211,9655,19497765.257140517,2021,3
Andaman & Nicobar Islands,744101,165719,533026207.9731797,2021,4
Andaman & Nicobar Islands,744103,121613,372243734.27985656,2021,4
Andaman & Nicobar Islands,744105,95028,281223411.7435058,2021,4
Andaman & Nicobar Islands,744102,58258,174623253.47653326,2021,4
Andaman & Nicobar Islands,744211,27938,94222862.10725296,2021,4
Andaman & Nicobar Islands,744104,25662,69245386.0816525,2021,4
Andaman & Nicobar Islands,744202,21913,67790798.04849821,2021,4
Andaman & Nicobar Islands,744107,21397,52036029.9980372,2021,4
Andaman & Nicobar Islands,744112,18915,55448543.43365714,2021,4
Andaman & Nicobar Islands,744301,14553,47792330.70050094,2021,4
Andaman & Nicobar Islands,744101,209941,615978080.6944855,2022,1
Andaman & Nicobar Islands,744103,157230,399715980.1391735,2022,1
Andaman & Nicobar Islands,744105,122716,321850608.7396423,2022,1
Andaman & Nicobar Islands,744102,74883,193336549.94178736,2022,1
Andaman & Nicobar Islands,744104,32471,72915521.83614868,2022,1
Andaman & Nicobar Islands,744211,30272,86955570.58655271,2022,1
Andaman & Nicobar Islands,744107,25379,58776727.62636636,2022,1
Andaman & Nicobar Islands,744202,24022,68519268.77643085,2022,1
Andaman & Nicobar Islands,744112,23471,55469783.6622991,2022,1
Andaman & Nicobar Islands,744301,17630,56879992.28461884,2022,1
Andaman & Nicobar Islands,744101,252722,702122365.3629664,2022,2
Andaman & Nicobar Islands,744103,230746,561168775.5622396,2022,2
Andaman & Nicobar Islands,744105,176252,415796516.6034926,2022,2
Andaman & Nicobar Islands,744102,101551,240451609.192299,2022,2
Andaman & Nicobar Islands,744104,47069,94335358.34017953,2022,2
Andaman & Nicobar Islands,744211,40245,108788594.62847154,2022,2
Andaman & Nicobar Islands,744107,36402,82851064.58195859,2022,2
Andaman & Nicobar Islands,744112,32548,70178309.12885833,2022,2
Andaman & Nicobar Islands,744202,27750,84587978.8405464,2022,2
Andaman & Nicobar Islands,744301,26170,74485462.68044695,2022,2
Andaman & Nicobar Islands,744104,497273,951370315.4090765,2022,3
Andaman & Nicobar Islands,744103,259994,545653686.3062732,2022,3
Andaman & Nicobar Islands,744101,213864,444967255.802143,2022,3
Andaman & Nicobar Islands,744105,208055,438754611.5375265,2022,3
Andaman & Nicobar Islands,744102,114416,239581586.790242,2022,3
Andaman & Nicobar Islands,744107,40466,85492008.49477127,2022,3
Andaman & Nicobar Islands,744112,38350,74030563.48358011,2022,3
Andaman & Nicobar Islands,744211,37918,89671382.06901146,2022,3
Andaman & Nicobar Islands,744202,29918,85509005.84576747,2022,3
Andaman & Nicobar Islands,744301,27668,70002553.35288173,2022,3
Andaman & Nicobar Islands,744104,684366,1309407988.2902,2022,4
Andaman & Nicobar Islands,744103,304600,612929267.1773143,2022,4
Andaman & Nicobar Islands,744105,258097,505662756.1128938,2022,4
Andaman & Nicobar Islands,744101,243494,467192496.17391205,2022,4
Andaman & Nicobar Islands,744102,134923,264371699.73904055,2022,4
Andaman & Nicobar Islands,744211,56491,137253267.66612908,2022,4
Andaman & Nicobar Islands,744107,54192,104539818.47127225,2022,4
Andaman & Nicobar Islands,744112,46364,82461782.47749998,2022,4
Andaman & Nicobar Islands,744202,34689,94217164.85909571,2022,4
Andaman & Nicobar Islands,744301,33669,82466591.07632071,2022,4
Andaman & Nicobar Islands,744103,503053,969594706.0,2023,1
Andaman & Nicobar Islands,744105,418090,774570559.0,2023,1
Andaman & Nicobar Islands,744101,403456,749508057.0,2023,1
Andaman & Nicobar Islands,744102,222855,427240840.0,2023,1
Andaman & Nicobar Islands,744104,118286,201531285.0,2023,1
Andaman & Nicobar Islands,744211,107424,263885620.0,2023,1
Andaman & Nicobar Islands,744107,92715,168098531.0,2023,1
Andaman & Nicobar Islands,744112,76246,131598911.0,2023,1
Andaman & Nicobar Islands,744202,59440,165959850.0,2023,1
Andaman & Nicobar Islands,744301,55605,111713635.0,2023,1
Andaman & Nicobar Islands,744103,597774,1119274409.0,2023,2
Andaman & Nicobar Islands,744105,507585,916209552.0,2023,2
Andaman & Nicobar Islands,744101,486154,824857096.0,2023,2
Andaman & Nicobar Islands,744102,269165,458977445.0,2023,2
Andaman & Nicobar Islands,744104,134785,205244167.0,2023,2
Andaman & Nicobar Islands,744107,114795,194986633.0,2023,2
Andaman & Nicobar Islands,744211,106510,222510323.0,2023,2
Andaman & Nicobar Islands,744112,89784,147571191.0,2023,2
Andaman & Nicobar Islands,744202,72315,211302035.0,2023,2
Andaman & Nicobar Islands,744301,63841,134197959.0,2023,2
Andaman & Nicobar Islands,744103,697625,1158992204.0,2023,3
Andaman & Nicobar Islands,744105,594280,962825309.0,2023,3
Andaman & Nicobar Islands,744101,561910,880223225.0,2023,3
Andaman & Nicobar Islands,744102,301979,500512890.0,2023,3
Andaman & Nicobar Islands,744104,144283,201467258.0,2023,3
Andaman & Nicobar Islands,744107,126430,192271794.0,2023,3
Andaman & Nicobar Islands,744211,122188,205773943.0,2023,3
Andaman & Nicobar Islands,744112,102093,142609621.0,2023,3
Andaman & Nicobar Islands,744202,81233,229651761.0,2023,3
Andaman & Nicobar Islands,744301,72307,142757567.0,2023,3
Andaman & Nicobar Islands,744103,817988,1376084403.0,2023,4
Andaman & Nicobar Islands,744105,687868,1111327351.0,2023,4
Andaman & Nicobar Islands,744101,665217,1030639279.0,2023,4
Andaman & Nicobar Islands,744102,343773,550517935.0,2023,4
Andaman & Nicobar Islands,744211,208914,434254474.0,2023,4
Andaman & Nicobar Islands,744104,180753,276651786.0,2023,4
Andaman & Nicobar Islands,744107,150575,215238085.0,2023,4
Andaman & Nicobar Islands,744112,121589,178498997.0,2023,4
Andaman & Nicobar Islands,744301,92294,197278662.0,2023,4
Andaman & Nicobar Islands,744202,91113,233493969.0,2023,4
Andaman & Nicobar Islands,744103,915265,1466185445.0,2024,1
Andaman & Nicobar Islands,744105,788690,1238176536.0,2024,1
Andaman & Nicobar Islands,744101,729163,1111938725.0,2024,1
Andaman & Nicobar Islands,744102,410733,635568629.0,2024,1
Andaman & Nicobar Islands,744211,242702,502855645.0,2024,1
Andaman & Nicobar Islands,744104,198252,287097896.0,2024,1
Andaman & Nicobar Islands,744107,175286,238542585.0,2024,1
Andaman & Nicobar Islands,744112,136050,198931121.0,2024,1
Andaman & Nicobar Islands,744202,110787,274596943.0,2024,1
Andaman & Nicobar Islands,744301,96150,182352308.0,2024,1
Andaman & Nicobar Islands,744103,1017612,1578925731.0,2024,2
Andaman & Nicobar Islands,744105,893820,1374445615.0,2024,2
Andaman & Nicobar Islands,744101,811341,1158296326.0,2024,2
Andaman & Nicobar Islands,744102,457481,690786139.0,2024,2
Andaman & Nicobar Islands,744211,224583,411320695.0,2024,2
Andaman & Nicobar Islands,744107,215143,279183707.0,2024,2
Andaman & Nicobar Islands,744104,203691,288479778.0,2024,2
Andaman & Nicobar Islands,744112,149015,212749987.0,2024,2
Andaman & Nicobar Islands,744202,133606,309640750.0,2024,2
Andaman & Nicobar Islands,744301,103555,192116394.0,2024,2
Andaman & Nicobar Islands,744103,1447958,2053970205.0,2024,3
Andaman & Nicobar Islands,744105,693711,961929148.0,2024,3
Andaman & Nicobar Islands,744102,687213,994056767.0,2024,3
Andaman & Nicobar Islands,744104,617317,839095587.0,2024,3
Andaman & Nicobar Islands,744101,397378,543823715.0,2024,3
Andaman & Nicobar Islands,744106,209731,260739712.0,2024,3
Andaman & Nicobar Islands,744211,197101,284906813.0,2024,3
Andaman & Nicobar Islands,744107,179048,222331863.0,2024,3
Andaman & Nicobar Islands,744202,155096,325950998.0,2024,3
Andaman & Nicobar Islands,744301,117129,221810524.0,2024,3
Andaman & Nicobar Islands,744103,1624936,2327920210.0,2024,4
Andaman & Nicobar Islands,744105,788313,1111527475.0,2024,4
Andaman & Nicobar Islands,744104,750691,1054506007.0,2024,4
Andaman & Nicobar Islands,744102,745988,1083724002.0,2024,4
Andaman & Nicobar Islands,744101,444657,622167677.0,2024,4
Andaman & Nicobar Islands,744211,316142,549541741.0,2024,4
Andaman & Nicobar Islands,744106,247889,331449895.0,2024,4
Andaman & Nicobar Islands,744107,195688,249976872.0,2024,4
Andaman & Nicobar Islands,744202,177499,343623904.0,2024,4
Andaman & Nicobar Islands,744301,130704,238936987.0,2024,4
Andhra Pradesh,517501,110496,163487278.84449506,2018,1
Andhra Pradesh,520001,96883,170605900.5466873,2018,1
Andhra Pradesh,515001,92754,133522310.75704184,2018,1
Andhra Pradesh,517507,88132,127450018.2101582,2018,1
Andhra Pradesh,516001,84644,131194265.5243713,2018,1
Andhra Pradesh,518502,82421,68040306.13881023,2018,1
Andhra Pradesh,530016,81891,140880970.0990568,2018,1
Andhra Pradesh,520010,69581,119009921.97401813,2018,1
Andhra Pradesh,516360,68340,101612118.88480642,2018,1
Andhra Pradesh,518501,68193,81006512.71677604,2018,1
Andhra Pradesh,517501,165506,305629373.15863353,2018,2
Andhra Pradesh,518502,140893,127814123.87394845,2018,2
Andhra Pradesh,515001,129798,285924993.6163615,2018,2
Andhra Pradesh,517507,127731,243405277.90481398,2018,2
Andhra Pradesh,520001,123176,271911611.0495833,2018,2
Andhra Pradesh,516001,114806,242175477.6115077,2018,2
Andhra Pradesh,530016,111874,235770318.03054443,2018,2
Andhra Pradesh,520010,100630,220730389.6490364,2018,2
Andhra Pradesh,516360,96619,197068813.60447282,2018,2
Andhra Pradesh,518501,93442,163942778.22947574,2018,2
Andhra Pradesh,518502,1300146,709765829.9649723,2018,3
Andhra Pradesh,533437,421968,240766495.05853492,2018,3
Andhra Pradesh,518501,296154,291247918.8462258,2018,3
Andhra Pradesh,517501,295403,466133618.6014985,2018,3
Andhra Pradesh,515001,276595,438158383.2247275,2018,3
Andhra Pradesh,530016,234494,380410223.19526947,2018,3
Andhra Pradesh,517507,233347,386563858.6898683,2018,3
Andhra Pradesh,516259,220165,109844218.671292,2018,3
Andhra Pradesh,520011,213275,291805923.00111276,2018,3
Andhra Pradesh,520001,206435,371140000.30740225,2018,3
Andhra Pradesh,518502,441662,332201263.2829269,2018,4
Andhra Pradesh,517501,423357,714887920.0334857,2018,4
Andhra Pradesh,530016,367619,575982481.3389585,2018,4
Andhra Pradesh,515001,355695,651952970.9302757,2018,4
Andhra Pradesh,517507,318300,594747982.0458119,2018,4
Andhra Pradesh,530003,277131,356075793.85855436,2018,4
Andhra Pradesh,516001,269798,572252390.1920383,2018,4
Andhra Pradesh,520010,250261,492229977.1570112,2018,4
Andhra Pradesh,530017,248725,326891428.60271376,2018,4
Andhra Pradesh,518501,248520,357423401.5571966,2018,4
Andhra Pradesh,530001,950821,1529039457.6419592,2019,1
Andhra Pradesh,517501,922416,1244725311.4573965,2019,1
Andhra Pradesh,520001,814616,1462807205.627422,2019,1
Andhra Pradesh,530016,684611,960022481.5524917,2019,1
Andhra Pradesh,517507,671661,1009128524.8128469,2019,1
Andhra Pradesh,515001,609682,1009938283.8464416,2019,1
Andhra Pradesh,518502,545426,389782596.9665674,2019,1
Andhra Pradesh,530003,527667,590799502.8850918,2019,1
Andhra Pradesh,530017,472914,531596255.9349663,2019,1
Andhra Pradesh,520010,460133,774931063.0289192,2019,1
Andhra Pradesh,530001,2602865,5218795715.70141,2019,2
Andhra Pradesh,520001,1828617,3823390190.0922346,2019,2
Andhra Pradesh,517501,949187,1669949938.5076957,2019,2
Andhra Pradesh,522001,839909,1759418775.980979,2019,2
Andhra Pradesh,530016,793798,1257915825.5688605,2019,2
Andhra Pradesh,517507,760335,1412863012.2407691,2019,2
Andhra Pradesh,515001,567306,1282118916.2094193,2019,2
Andhra Pradesh,530003,520142,718170914.395836,2019,2
Andhra Pradesh,520010,490697,973983824.5472903,2019,2
Andhra Pradesh,530017,480905,650710126.3382195,2019,2
Andhra Pradesh,530001,2944756,6693257653.901131,2019,3
Andhra Pradesh,520001,1905190,4414503365.699517,2019,3
Andhra Pradesh,517501,1434209,2203932856.2972074,2019,3
Andhra Pradesh,530016,1196020,1658162548.562835,2019,3
Andhra Pradesh,517507,1060513,1854927351.7366562,2019,3
Andhra Pradesh,522001,1003916,2216532548.7258,2019,3
Andhra Pradesh,515001,868052,1667826831.8650486,2019,3
Andhra Pradesh,530003,858005,970993081.1712441,2019,3
Andhra Pradesh,530017,799271,911939243.0618924,2019,3
Andhra Pradesh,530026,711726,1095056835.9858122,2019,3
Andhra Pradesh,530001,4185063,9160387223.4497,2019,4
Andhra Pradesh,520001,2544877,5933007156.535349,2019,4
Andhra Pradesh,517501,1920211,3073084029.9256625,2019,4
Andhra Pradesh,530016,1591033,2295184224.145106,2019,4
Andhra Pradesh,530026,1438154,2509394595.5414515,2019,4
Andhra Pradesh,517507,1406768,2478459132.7705936,2019,4
Andhra Pradesh,522001,1324202,2927313967.683236,2019,4
Andhra Pradesh,515001,1202983,2376869516.684207,2019,4
Andhra Pradesh,530003,1131832,1339103327.887921,2019,4
Andhra Pradesh,530017,1084796,1266927471.3317952,2019,4
Andhra Pradesh,530026,6695271,15258657486.862274,2020,1
Andhra Pradesh,517501,2196548,3731404465.729061,2020,1
Andhra Pradesh,530016,1661816,2593325339.0472875,2020,1
Andhra Pradesh,517507,1554974,2719620696.0325623,2020,1
Andhra Pradesh,515001,1346804,2696427930.6755033,2020,1
Andhra Pradesh,530003,1159480,1519955258.5314608,2020,1
Andhra Pradesh,524002,1125194,2653339803.95633,2020,1
Andhra Pradesh,530017,1104748,1412381495.9440272,2020,1
Andhra Pradesh,520010,1098395,2059547223.1742206,2020,1
Andhra Pradesh,522001,1058410,2575723775.0488396,2020,1
Andhra Pradesh,530026,4994637,12817902607.017586,2020,2
Andhra Pradesh,517501,1708935,3203679955.4885287,2020,2
Andhra Pradesh,517507,1575118,2854711069.441047,2020,2
Andhra Pradesh,524002,1553283,3993963025.6852684,2020,2
Andhra Pradesh,530016,1067022,1893629834.0393307,2020,2
Andhra Pradesh,516001,1066066,2616099329.3322473,2020,2
Andhra Pradesh,515001,1026587,2447755903.073549,2020,2
Andhra Pradesh,518002,979822,2015820866.3250332,2020,2
Andhra Pradesh,522001,963666,2678051229.473872,2020,2
Andhra Pradesh,520002,956641,2767045048.1995325,2020,2
Andhra Pradesh,524002,5194663,13718743729.17845,2020,3
Andhra Pradesh,530026,4159532,10383207817.795242,2020,3
Andhra Pradesh,517501,2735691,5544720473.076229,2020,3
Andhra Pradesh,516001,2534360,6637577271.358326,2020,3
Andhra Pradesh,517507,2306174,4594510974.325968,2020,3
Andhra Pradesh,520002,2238996,6543183825.055463,2020,3
Andhra Pradesh,530016,1921871,3560898943.243418,2020,3
Andhra Pradesh,515001,1669413,4116758527.095812,2020,3
Andhra Pradesh,522001,1625687,4701116488.838855,2020,3
Andhra Pradesh,518002,1514873,3352462441.2241564,2020,3
Andhra Pradesh,524002,5029692,12810644736.250324,2020,4
Andhra Pradesh,530026,4235146,9849636860.464972,2020,4
Andhra Pradesh,517501,4125544,7866883789.381668,2020,4
Andhra Pradesh,517507,3420778,6749696775.855953,2020,4
Andhra Pradesh,516001,3119905,8005247952.077286,2020,4
Andhra Pradesh,530016,2981818,5591062751.070802,2020,4
Andhra Pradesh,515001,2821800,6442101736.915546,2020,4
Andhra Pradesh,518002,2219953,4809927717.539759,2020,4
Andhra Pradesh,520010,2170458,4679865894.241622,2020,4
Andhra Pradesh,530017,2027751,3252434512.586547,2020,4
Andhra Pradesh,524002,7269657,16698428355.239132,2021,1
Andhra Pradesh,530026,5875319,13567044097.312927,2021,1
Andhra Pradesh,517501,4354325,8224302893.470669,2021,1
Andhra Pradesh,520002,3591058,9183853695.408499,2021,1
Andhra Pradesh,517507,3378549,6593121540.981036,2021,1
Andhra Pradesh,530016,3144495,5679150412.005564,2021,1
Andhra Pradesh,516001,2941623,7434205012.068323,2021,1
Andhra Pradesh,515001,2815993,6225481722.602297,2021,1
Andhra Pradesh,522001,2584588,6753205746.899624,2021,1
Andhra Pradesh,520010,2291676,4716738889.930448,2021,1
Andhra Pradesh,524002,11023032,25519404146.52658,2021,2
Andhra Pradesh,530026,7850540,19042845773.20165,2021,2
Andhra Pradesh,520002,5441708,14948864290.86964,2021,2
Andhra Pradesh,517501,4614209,9215678010.439575,2021,2
Andhra Pradesh,517507,3834825,7940105016.380435,2021,2
Andhra Pradesh,522001,3427039,9832657321.439524,2021,2
Andhra Pradesh,515001,3052771,7213837063.020088,2021,2
Andhra Pradesh,530016,2892664,5705916880.595729,2021,2
Andhra Pradesh,516001,2613562,7256266063.657529,2021,2
Andhra Pradesh,518002,2553688,5906664130.524334,2021,2
Andhra Pradesh,524002,10701326,23300508690.71216,2021,3
Andhra Pradesh,530026,9780096,22841763578.29273,2021,3
Andhra Pradesh,517501,5982442,11419848822.233982,2021,3
Andhra Pradesh,520002,5320101,14633600592.216694,2021,3
Andhra Pradesh,517507,4866065,9768221617.56348,2021,3
Andhra Pradesh,522001,4242875,11355623168.660927,2021,3
Andhra Pradesh,530016,4177023,7797927714.306906,2021,3
Andhra Pradesh,515001,4040160,8752025049.046715,2021,3
Andhra Pradesh,516001,3370675,8720115499.341372,2021,3
Andhra Pradesh,520010,3206301,6832329071.6628275,2021,3
Andhra Pradesh,524002,14158439,30358274591.367683,2021,4
Andhra Pradesh,530026,10216678,24428085477.49295,2021,4
Andhra Pradesh,517501,7246667,13514835187.056923,2021,4
Andhra Pradesh,517507,5790910,11415016234.059563,2021,4
Andhra Pradesh,520002,5716025,15397268124.171196,2021,4
Andhra Pradesh,530016,5252680,9484946022.822403,2021,4
Andhra Pradesh,522001,4989759,13298088500.28115,2021,4
Andhra Pradesh,515001,4892740,10235401678.208153,2021,4
Andhra Pradesh,520010,4198904,8551737728.052567,2021,4
Andhra Pradesh,516001,4058071,10324818012.146276,2021,4
Andhra Pradesh,524002,16133298,35123754551.39544,2022,1
Andhra Pradesh,530026,10293117,25355928765.674084,2022,1
Andhra Pradesh,517501,8062447,14807178133.005922,2022,1
